Title,Release Year,Locations,Coordinates
Twisted,2004,"Veterans' War Memorial Building (401 Van Ness Avenue), San Francisco",37.7791076 -122.4206747
Twisted,2004,"La Bodega (1332 Grant Avenue at Vallejo), San Francisco",37.7530704 -122.4183463
Twisted,2004,"Vesuvio Caf� (255 Columbus Avenue), San Francisco",37.797494 -122.406454
Twisted,2004,"The Saloon (1232 Grant Avenue), San Francisco",37.7985867 -122.4070229
Under the Tuscan Sun,2003,"Mecca Restaurant (2029 Market Street), San Francisco",37.7683932 -122.4274806
Until the End of the World,1991,"Tosca Caf� (242 Columbus Avenue, North Beach), San Francisco",37.7976266 -122.4058736
Vegas in Space,1992,"Project Artaud (Florida Street), San Francisco",37.7631435 -122.4119294
Vegas in Space,1992,"Corona Heights Park, San Francisco",37.7653122 -122.4385846
Vegas in Space,1992,"544 Natoma (SOMA), San Francisco",37.7795202 -122.408787
Vegas in Space,1992,"422 Oak Street at Laguna, San Francisco",37.774738 -122.426386
Vegas in Space,1992,"3567 18th Street, San Francisco",37.7614403 -122.4230938
Vegas in Space,1992,"Under Highway 101 (near Potrero and Cesar Chavez Streets), San Francisco",37.749019 -122.4041305
Vertigo,1958,"Palace of Fine Arts (3301 Lyon Street), San Francisco",37.8029577 -122.4491929
Vertigo,1958,"York Hotel (940 Sutter Street), San Francisco",37.7885828 -122.4159912
Vertigo,1958,"San Francisco Drydock (20th and Illinois Streets), San Francisco",37.760628 -122.3866097
Vertigo,1958,"Park Hill Sanatorium (351 Buena Vista Avenue East), San Francisco",37.7673037 -122.4400432
Vertigo,1958,"Mission San Juan Bautista (2nd & Mariposa Streets), San Francisco",36.8458522 -121.535692
Vertigo,1958,"Mission Dolores (3321 16th Street, Mission District), San Francisco",37.7643849 -122.4275054
Vertigo,1958,"Gough & Eddy Streets (Western Addition), San Francisco",37.7824854 -122.4241254
Vertigo,1958,"Fort Point (Presidio, Golden Gate National Recreation Area), San Francisco",37.8106185 -122.4770527
Vertigo,1958,"Fairmont Hotel (950 Mason Street, Nob Hill), San Francisco",37.7923723 -122.4105611
Vertigo,1958,"Ernie's Restaurant (847 Montgomery Street), San Francisco",37.7975865 -122.4037614
Vertigo,1958,"Conservatory of Flowers (Golden Gate Park), San Francisco",37.7725895 -122.4601934
Vertigo,1958,"Claude Lane at Bush Street, San Francisco",37.7907052 -122.4044457
Vertigo,1958,"California Palace of the Legion of Honor (34th Avenue & Clement, Lincoln Park), San Francisco",37.782836 -122.5116181
Vertigo,1958,"Brocklebank Apartments (1000 Mason Street), San Francisco",37.7931691 -122.4105791
Vertigo,1958,"900 Lombard Street, San Francisco",37.8025573 -122.4165967
Vertigo,1958,"1007 Gough Street, San Francisco",37.7825251 -122.4243073
What Dreams May Come,1998,"Treasure Island, San Francisco",37.8235515 -122.370648
What the Bleep Do We Know,2004,"Golden Gate National Recreation Area, San Francisco",37.8480388 -122.5294085
What's Up Doc?,1972,"St. Peter & Paul's Church (666 Filbert Street, Washington Square), San Francisco",37.8013901 -122.4101618
What's Up Doc?,1972,"San Francisco Hilton (333 O'Farrell Street), San Francisco",37.7859008 -122.4108333
What's Up Doc?,1972,"Lombard Street between Hyde and Leavenworth, San Francisco",37.801912 -122.419562
What's Up Doc?,1972,"Hyde Street Pier, San Francisco",37.8077735 -122.4208956
What's Up Doc?,1972,"Chinatown, San Francisco",37.7941378 -122.4077914
What's Up Doc?,1972,"Alta Plaza Park (Steiner Street), San Francisco",37.7911417 -122.4376241
What's Up Doc?,1972,"22nd Avenue & Balboa Street (Richmond District), San Francisco",37.7764599 -122.4812627
When a Man Loves a Woman,1994,"Buena Vista Caf� (2765 Hyde Street), San Francisco",37.8065045 -122.4207783
When a Man Loves a Woman,1994,"Victor's Restaurant, The Westin St. Francis Hotel (335 Powell Street), San Francisco",37.7877881 -122.4088321
When a Man Loves a Woman,1994,"Spring Valley School (1451 Jackson Street), San Francisco",37.7939134 -122.418809
When a Man Loves a Woman,1994,"International Studies Academy (993 Vermont Street, Potrero Hill), San Francisco",37.7619724 -122.4010678
When a Man Loves a Woman,1994,"Grant Street at Pacific Avenue, San Francisco",37.79690970000001 -122.4068577
When a Man Loves a Woman,1994,"Cybelle's Pizza (1000 Bush Street), San Francisco",37.7675772 -122.4296479
When a Man Loves a Woman,1994,"766 Vallejo Street at Stockton Street (North Beach), San Francisco",37.7987186 -122.4099596
When a Man Loves a Woman,1994,"1521 Masonic Avenue at Piedmont Street, San Francisco",37.765892 -122.444467
When We Rise,2017,"City Hall, San Francisco",37.7792597 -122.4192646
When We Rise,2017,"United Nations Plaza, San Francisco",37.78007780000001 -122.4141004
When We Rise,2017,"520 Castro St., San Francisco",37.7604765 -122.4351507
When We Rise,2017,"Castro Theatre, 429 Castro St., San Francisco",37.7620333 -122.4347591
When We Rise,2017,"440 Castro St., San Francisco",37.7618221 -122.4352794
When We Rise,2017,"Bay Bridge, San Francisco",37.7982799 -122.3778182
When We Rise,2017,"24th St. between Florida and Alabama, San Francisco",37.7678605 -122.4121121
When We Rise,2017,"Harvey Milk Plaza, 17th and Castro, San Francisco",37.7623906 -122.4353401
When We Rise,2017,"Twin Peaks Bar, 401 Castro, San Francisco",37.7624034 -122.4349646
When We Rise,2017,"Women's Building, 3543 18th St., San Francisco",37.7615596 -122.4226539
When We Rise,2017,"Buena Vista Park, San Francisco",37.7684046 -122.4414145
When We Rise,2017,"Haight St. at Central, San Francisco",37.7704404 -122.4436739
When We Rise,2017,"Eureka Arts Center, 4400 20th St., San Francisco",37.7576924 -122.4370414
When We Rise,2017,"Castro St. between 17th and 18th St., San Francisco",37.7623336 -122.4350906
When We Rise,2017,"426 Castro St., San Francisco",37.7620345 -122.4353865
When We Rise,2017,"Powell St. at Market St., San Francisco",37.7845959 -122.4073408
Woman on the Run,1950,"Former Hall of Justice (750 Kearny Street at Washington), San Francisco",37.7951205 -122.4044887
Woman on the Run,1950,"835-865 Market Street at 5th Street, San Francisco",37.7840072 -122.4080931
Woman on the Run,1950,"819 Mason Street at Pine, San Francisco",37.791162 -122.41091
Woman on the Run,1950,"772 Commercial Street at Kearney, San Francisco",37.7940098 -122.4058703
Woman on the Run,1950,"1801 Laguna at Bush, San Francisco",37.7877516 -122.4287783
Woman on the Run,1950,"Cable Car Signal Box (California Street at Powell Street), San Francisco",37.7847488 -122.4076546
Woman on Top,2000,"312 Fillmore Street, San Francisco",37.772407 -122.4303972
Zodiac,2007,"SF Chronicle Building (901 Mission St), San Francisco",37.7821582 -122.4065832
